mof,1s,2s,3s,4s,5s,6s,2p,3p,4p,5p,3d,4d,5d,4f,metal,nlinker,linker1smi,linker2smi,temperature,time,oxidation_state,solvent1,solvent2,solvent3, additive
LAZHUR_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,c1cc(OCC(COc2ccncc2)(COc2ccncc2)COc2ccncc2)ccn1,O=C(O)c1cccc(C(=O)O)c1,105,72,2,962,6228,0000,0000
NUCPEI_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)cc(-c2ccc(C(=O)O)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,O=C(O)c1cc(C(=O)O)cc(-c2ccc(C(=O)O)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,105,72,2,962,6228,0000,0000
UWALEL_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(C(=O)O)cc(-c2cccc(-c3cc(C(=O)O)cc(C(=O)O)c3)n2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cccc(-c3cc(C(=O)O)cc(C(=O)O)c3)n2)c1,105,72,2,6228,0000,0000,944
XORHET_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,c1cnc(-c2n[nH]c(-c3nnc[nH]3)n2)cn1,c1cnc(-c2nnc(-c3nc[nH]n3)[nH]2)cn1,105,72,2,962,0000,0000,0000
CORZIU_clean,2,2,2,2,2,0,6,6,6,1,10,10,0,0,In,1,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1,105,96,1,6228,12051,0000,284
GIQZIQ_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,110,24,2,6228,887,0000,0000
LEVNOQ_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,110,24,2,6228,0000,0000,0000
KUHNIM_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,110,48,2,962,0000,0000,0000
UYOFIY_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,9,Tb,2,O=C(O)c1nc[nH]c1C(=O)O,CNCC(=O)O,110,48,3,962,702,0000,8471
ZOFZIF_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1cc(C(=O)O)cc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)c1,110,48,2,6228,0000,0000,176
ZOFZOL_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)c1cc(C(=O)O)cc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)c1,110,48,2,12051,0000,0000,176
EREGOY_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,110,72,2,31374,0000,0000,0000
ETEMIB_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,c1cc(Cn2cnnc2)ccc1Cn1cnnc1,110,72,2,962,6228,0000,14798
PAFMUH_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,Cc1cc(C(=O)O)cc(C(=O)O)c1,c1cc(-n2cnnc2)ccc1Cc1ccc(-n2cnnc2)cc1,110,72,2,962,887,0000,14798
PORLAL_clean,2,2,2,2,2,2,6,6,6,6,10,10,1,0,Gd,2,O=C(O)c1ccc2[nH]c(-c3ccc(-c4nc5ccc(C(=O)O)cc5[nH]4)cc3)nc2c1,N=C(N)c1ccc(-c2nc3ccc(C(=O)O)cc3[nH]2)cc1,110,72,3,962,6228,0000,0000
QUNWAZ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1cc(-c2ccncc2)ccn1,O=C(O)c1ccc(C#Cc2c3c(c(C#Cc4ccc(C(=O)O)cc4)c4c2C2c5ccccc5C4c4ccccc42)C2c4ccccc4C3c3ccccc32)cc1,110,72,2,6228,0000,0000,0000
TOHYUM_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cccc(C(=O)O)c1,O=C(O)c1cccc(C(=O)O)c1,110,72,2,31374,0000,0000,944
VIVLAP_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,9,Tb,1,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,110,72,3,962,6228,0000,944
VOGTIV_clean_h,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1cc(O)c(C(=O)O)cc1O,O=C(O)c1cc(O)c(C(=O)O)cc1O,110,72,2,8028,0000,0000,0000
WIRKOZ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(COc2ccc(OCc3ccc(C(=O)O)cc3)c3c2C2c4ccccc4C3c3ccccc32)cc1,O=C(O)c1ccc(COc2ccc(OCc3ccc(C(=O)O)cc3)c3c2C2c4ccccc4C3c3ccccc32)cc1,110,72,2,6228,0000,0000,0000
WIRMOB_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(COc2c3c(c(OCc4ccc(C(=O)O)cc4)c4c2C2c5ccccc5C4c4ccccc42)C2c4ccccc4C3c3ccccc32)cc1,O=C(O)c1ccc(COc2c3c(c(OCc4ccc(C(=O)O)cc4)c4c2C2c5ccccc5C4c4ccccc42)C2c4ccccc4C3c3ccccc32)cc1,110,72,2,6228,0000,0000,0000
XUKNIC_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,110,80,2,962,0000,0000,944
KEVVIS_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1,110,96,2,962,6228,702,0000
REDYEG_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccncc1,O=C(O)c1ccncc1,110,96,2,887,0000,0000,0000
ADASIJ_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(OCc2cc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,O=C(O)c1cc(OCc2cc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,115,23,2,962,6228,0000,0000
ZUQMAB_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,O=C(Nc1cccnc1)c1cc(C(=O)Nc2cccnc2)cc(C(=O)Nc2cccnc2)c1,Nc1c(C(=O)O)ccc(C(=O)O)c1N,115,96,2,6228,0000,0000,0000
SONTIZ_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,9,Tb,2,O=C(O)c1ccc(C(=O)O)cc1,Nc1cc(C(=O)O)c(N)cc1C(=O)O,120,20,3,6228,0000,0000,0000
SONTOF_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,10,Dy,2,Nc1cc(C(=O)O)c(N)cc1C(=O)O,O=C(O)c1ccc(C(=O)O)cc1,120,20,3,6228,0000,0000,0000
XARPAK_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(N2C=CN(c3ccc(C(=O)O)cc3)C2)cc1,O=C(O)c1ccc(N2C=CN(c3ccc(C(=O)O)cc3)C2)cc1,120,20,2,13387,13387,0000,0000
XIFHIF_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,9,Tb,1,O=C(O)c1ccc(C(=O)O)o1,O=C(O)c1ccc(C(=O)O)o1,120,21,3,6228,0000,0000,0000
COXQUB_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,c1cc(-c2ccncc2)ccn1,O=S(=O)(O)O,120,24,2,962,0000,0000,0000
HUSJUC_clean,2,2,2,2,2,2,6 ,6,6,6,10,10,1,0,La,1,O=C(O)c1ccc2c(c1)c1ccc(C(=O)O)cc1c1ccc(C(=O)O)cc21,O=C(O)c1ccc2c(c1)c1ccc(C(=O)O)cc1c1ccc(C(=O)O)cc21,120,24,3,6228,0000,0000,313
PODXEN_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1cn(-c2ccc(N(c3ccc(-n4ccnc4)cc3)c3ccc(-n4ccnc4)cc3)cc2)cn1,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,120,24,2,679,962,6228,8471
REYCEF_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,C=C(C)OCc1ccc(COc2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1cc(OCc2ccc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1,120,24,2,962,6342,0000,313
TIRRIW_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,C1=CC(c2ccncc2)C=CN1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,120,24,2,6228,0000,0000,0000
TUBJAD_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,2,O=C(N=Cc1cccnc1)c1cccnc1,O=C(O)c1cccc(C(=O)O)c1,120,24,2,962,0000,0000,14798
XUKHUI_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(NCc2ccc(CNc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1,O=C(O)c1cc(NCc2ccc(CNc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1,120,24,2,962,0000,0000,0000
ZOZPUB_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)Cc1ccc(-n2cnnc2)cc1,O=C(O)Cc1ccc(-n2cnnc2)cc1,120,36,2,962,6228,0000,0000
HUVHOX_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)CN(CP(=O)(O)O)c1nc(N(CC(=O)O)CP(=O)(O)O)[nH]c(=O)n1,O=C(O)CN(CP(=O)(O)O)c1nc(N(CC(=O)O)CP(=O)(O)O)[nH]c(=O)n1,120,40,2,962,0000,0000,0000
CIFMIP_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,120,48,2,6228,0000,0000,0000
EHODOV_SL,2,2,2,2,2,0,6,6,6,1,10,10,0,0,In,1,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,120,48,3,6228,0000,0000,0000
ILIMOH_clean,2,2,2,2,0,0,6,6,0,0,8,0,0,0,Ni,2,c1ccc(-c2nc(-c3ccncc3)n[nH]2)nc1,c1ccc(-c2n[nH]c(-c3ccncc3)n2)nc1,120,48,2,962,6228,0000,0000
ILIMUN_clean,2,2,2,2,0,0,6,6,0,0,8,0,0,0,Ni,1,c1ccc(-c2nc(-c3ccncc3)n[nH]2)nc1,c1ccc(-c2nc(-c3ccncc3)n[nH]2)nc1,120,48,2,6342,887,0000,0000
KETHEY02_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(C(=O)O)cc(-c2ccncc2)c1,O=C(O)c1cc(C(=O)O)cc(-c2ccncc2)c1,120,48,2,6228,0000,0000,0000
OLEKUM_manual,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1cc(Cl)c(C(=O)O)cc1Cl,C1CN2CCN1CC2,120,48,2,6228,0000,0000,0000
SARMOO_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,O=C(O)c1ccc(C(=O)O)c2ccccc12,O=C(O)c1ccc(C(=O)O)c2ccccc12,120,48,3,962,0000,0000,0000
TIXVON_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,120,48,2,31374,962,0000,14798
WIJXEU_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1ccc2c(c1)[nH]c1cc(C(=O)O)ccc12,C1CN2CCN1CC2,120,48,2,6228,0000,0000,0000
WOPHEQ_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,Nn1c(-c2ccncc2)nnc1-c1ccncc1,O=C(O)c1cc(OCc2ccc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1,120,48,2,962,6228,0000,944
XOTSIK_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,Cc1c(C#Cc2ccc(C(=O)O)cc2)c(C)c(C#Cc2ccc(C(=O)O)cc2)c(C)c1C#Cc1ccc(C(=O)O)cc1,Cc1c(C#Cc2ccc(C(=O)O)cc2)c(C)c(C#Cc2ccc(C(=O)O)cc2)c(C)c1C#Cc1ccc(C(=O)O)cc1,120,48,2,6228,0000,0000,0000
COPXOV_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,C(=Cc1ccncc1)c1ccncc1,CC(C)(C)c1cc(C(=O)O)cc(C(=O)O)c1,120,72,2,962,0000,0000,14798
EYULOA_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,c1cc(CCCc2ccncc2)ccn1,O=C(O)c1ccc(C(=O)O)s1,120,72,2,6228,0000,0000,0000
FIHRIZ_clean,2,2,2,2,0,0,6,6,0,0,8,0,0,0,Ni,2,O=C(O)c1ccc(C(=O)O)cc1,c1cnccn1,120,72,2,31374,887,0000,0000
FURFIJ_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,O=C(O)c1ccc(C(=O)O)s1,c1cc(CCCc2ccncc2)ccn1,120,72,2,31374,0000,0000,0000
FURFOP_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1cn(CCCCn2ccnc2)cn1,O=C(O)c1ccc(C(=O)O)s1,120,72,2,31374,0000,0000,0000
GEVYEN_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1ccc(C(=O)O)c(-c2cccnc2)c1,C(=Cc1ccncc1)c1ccncc1,120,72,2,962,0000,0000,0000
GEZRAG_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,OCC(CO)(CO)c1ccncc1,OCC(CO)(CO)c1ccncc1,120,72,2,887,0000,0000,0000
HAPGIR_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1ccc2nn[nH]c2c1,O=C(O)c1ccc2nn[nH]c2c1,120,72,2,6342,6228,0000,0000
HAWGIX_charged,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,Cc1c(COc2cc(C(=O)O)cc(C(=O)O)c2)c(C)c(COc2cc(C(=O)O)cc(C(=O)O)c2)c(C)c1COc1cc(C(=O)O)cc(C(=O)O)c1,Cc1c(COc2cc(C(=O)O)cc(C(=O)O)c2)c(C)c(COc2cc(C(=O)O)cc(C(=O)O)c2)c(C)c1COc1cc(C(=O)O)cc(C(=O)O)c1,120,72,2,962,887,0000,0000
HOXSUK_clean,2,2,2,2,0,0,6,6,0,0,8,0,0,0,Ni,1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c3ccc4c(-c5ccc(C(=O)O)cc5)cc(-c5ccc(C(=O)O)cc5)c5ccc2c3c54)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c3ccc4c(-c5ccc(C(=O)O)cc5)cc(-c5ccc(C(=O)O)cc5)c5ccc2c3c54)cc1,120,72,2,6228,0000,0000,0000
IYOQIY_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(C(=O)O)cc(-c2nnn[nH]2)c1,O=C(O)c1cc(C(=O)O)cc(-c2nnn[nH]2)c1,120,72,2,962,6228,702,944
IZIGUV_clean,2,2,2,2,2,0,6,6,6,1,10,10,0,0,In,1,O=C(O)c1ccc(NC(=O)c2ccc(-c3c4ccc(n4)c(-c4ccc(C(=O)Nc5ccc(C(=O)O)cc5)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)Nc5ccc(C(=O)O)cc5)cc4)c4ccc(n4)c(-c4ccc(C(=O)Nc5ccc(C(=O)O)cc5)cc4)c4ccc3[nH]4)cc2)cc1,O=C(O)c1ccc(NC(=O)c2ccc(-c3c4ccc(n4)c(-c4ccc(C(=O)Nc5ccc(C(=O)O)cc5)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)Nc5ccc(C(=O)O)cc5)cc4)c4ccc(n4)c(-c4ccc(C(=O)Nc5ccc(C(=O)O)cc5)cc4)c4ccc3[nH]4)cc2)cc1,120,72,3,962,6228,0000,284
KUKPOX_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(-n2cnnc2)cc1,O=C(O)c1ccc(-n2cnnc2)cc1,120,72,2,962,31275,6228,0000
LALFEL_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)C(=O)O,O=C(O)C(=O)O,120,72,2,962,0000,0000,0000
LAWHUP_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(C(=O)O)c2nsnc12,O=C(O)c1ccc(C(=O)O)c2nsnc12,120,72,2,962,6228,702,0000
MEJQEZ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccncc1,O=C(O)c1ccncc1,120,72,2,962,0000,0000,0000
MEJQID_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1ccncc1,Nc1ncnc2[nH]cnc12,120,72,2,31374,887,0000,0000
MEJQOJ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1ccncc1,Nc1ncnc2[nH]cnc12,120,72,2,887,13387,0000,0000
NAWKII_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,120,72,2,962,6228,0000,0000
NOBVOR_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,O=C(O)c1nn[nH]c1C(=O)O,c1cc(-c2ccncc2)ccn1,120,72,2,962,0000,0000,0000
NOQLOV01_charged,2,2,2,2,2,0,6,6,6,1,10,10,0,0,In,1,O=C(O)C(=O)O,O=C(O)C(=O)O,120,72,3,962,0000,0000,313
NORJEL_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,C(=Cc1ccncc1)c1ccncc1,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,120,72,2,962,6228,0000,0000
OYEBIE_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1cc(CCc2ccncc2)ccn1,O=C(O)c1ccc(C(=O)O)cc1,120,72,2,962,0000,0000,0000
PIBGAK_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,CC1(C)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21,CC1(C)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21,120,72,3,962,6228,702,0000
PUZLAZ_clean,2,2,2,2,2,0,6,6,6,1,10,10,0,0,In,1,O=C(O)c1ccc(C(=O)O)s1,O=C(O)c1ccc(C(=O)O)s1,120,72,3,6228,0000,0000,0000
QASTUC_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,2,c1ccc(-c2cc(-c3ccc(-n4ccnc4)cc3)cc(-c3ccccn3)n2)nc1,O=C(O)c1ccc(C(=O)O)cc1,120,72,2,6228,0000,0000,0000
QIRWAR_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)C1=NCC=NC1=O,O=C(O)C1=NCC=NC1=O,120,72,2,962,0000,0000,0000
REYCOP_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1cc(CN2CCN(Cc3ccncc3)CC2)ccn1,O=C(O)c1cc(OCc2ccc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1,120,72,2,962,6342,0000,0000
RUVBOB_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(-n2cnnc2)cc1,O=C(O)c1ccc(-n2cnnc2)cc1,120,72,2,6228,887,0000,0000
SARMEE_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,O=C(O)c1ccc(C(=O)O)c2ccccc12,O=C(O)c1ccc(C(=O)O)c2ccccc12,120,72,3,962,0000,0000,0000
TEJBAN_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,O=C(O)c1ccc(CN2C=CN(Cc3ccc(C(=O)O)cc3)C2)cc1,O=C(O)c1ccc(CN2C=CN(Cc3ccc(C(=O)O)cc3)C2)cc1,120,72,3,962,0000,0000,0000
TEJLOL_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,Nc1ncnc2[nH]cnc12,Nc1ncnc2[nH]cnc12,120,72,2,6228,0000,0000,0000
TETZEZ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(Nc1ccncc1)c1ccc(C(=O)Nc2ccncc2)cc1,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,120,72,2,6228,0000,0000,0000
TETZID_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,O=C(O)c1ccc(C(=O)O)s1,O=C(Nc1ccncc1)c1ccc(C(=O)Nc2ccncc2)cc1,120,72,2,962,0000,0000,0000
VAGTAA_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1cc(O)c(C(=O)O)cc1O,O=C(O)c1cc(O)c(C(=O)O)cc1O,120,72,2,6228,0000,0000,8471
VAQSEO_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,c1cc(-c2cnc[nH]2)cc(-c2cnc[nH]2)c1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,120,72,2,962,6228,0000,14798
VIPXUO_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,c1cc(CC(c2ccncc2)C(Cc2ccncc2)c2ccncc2)ccn1,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,120,72,2,962,0000,0000,14798
WEGDIX_charged,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)C1=CCC(=S)N=C1,O=C(O)C1=CCC(=S)N=C1,120,72,2,6228,0000,0000,0000
YOKKIU_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,O=C(O)c1cccc(C(=O)O)c1,c1ccc2n[nH]nc2c1,120,72,2,702,887,0000,0000
YOYBUL_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1ccc(-c2cc(-c3ccncc3)cc(-c3ccc(C(=O)O)cc3)n2)cc1,c1cc(-c2ccncc2)ccn1,120,72,2,962,702,31374,0000
EVADIQ_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,10,Dy,1,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1,120,96,3,962,6228,679,0000
HEKTUO01_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,120,96,2,31374,0000,0000,0000
JUSBAC_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,c1ccc2[nH]nnc2c1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,120,96,2,6228,0000,0000,0000
NEVJEF_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,O=C(O)CN(CC(=O)O)c1cc(C(=O)O)ccc1C(=O)O,c1cc(-c2ccncc2)ccn1,120,96,2,962,8028,0000,14798
NEVJOP_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)CN(CC(=O)O)c1cc(C(=O)O)ccc1C(=O)O,c1cc(-c2ccncc2)ccn1,120,96,2,962,8028,0000,14798
UWELIS_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(NC(=O)c2ccncc2)cc(C(=O)O)c1,O=C(O)c1cc(NC(=O)c2ccncc2)cc(C(=O)O)c1,120,96,2,31374,0000,0000,0000
MAZSUD_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1ccc(C(=O)O)cc1,c1c[nH]nn1,120,120,2,6228,0000,0000,0000
OBIBAF_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,Cc1c(COc2ccc(C(=O)O)cc2)c(C)c(COc2ccc(C(=O)O)cc2)c(C)c1COc1ccc(C(=O)O)cc1,Cc1c(COc2ccc(C(=O)O)cc2)c(C)c(COc2ccc(C(=O)O)cc2)c(C)c1COc1ccc(C(=O)O)cc1,120,120,2,962,31374,0000,0000
TAGTUT_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,120,120,2,31374,0000,0000,0000
TAGVAB_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C(=O)O)cc1,120,120,2,702,0000,0000,0000
YOVPEG_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,c1cn(-c2ccc(-c3cc(-c4ccc(-n5ccnc5)cc4)cc(-c4ccc(-n5ccnc5)cc4)c3)cc2)cn1,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,120,120,2,1049,6228,0000,0000
